Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
ETgJqJHV7BW6pIr9Ox74sA,Amélie,22 W 8th St,"{'latitude': 40.7327, 'longitude': -73.99766}",2688,4.5,10011
FiRB9Ek3Xo9JHwXgBYITYg,La Sirène-Soho,558 Broome St,"{'latitude': 40.7243642217227, 'longitude': -74.005708694458}",1603,4.5,10013
t-ODuKsmRseJoTEVKQzsdg,Pates Et Traditions,52 Havemeyer St,"{'latitude': 40.714885, 'longitude': -73.954698}",841,4.5,11211
csVEpHy5KJoFvM1qp5XwLQ,Le Parisien,163 East 33rd St,"{'latitude': 40.7454079308793, 'longitude': -73.9791478306885}",973,4.0,10016
fAPkN79fe7Gjq7A6fj6s9Q,Bistro Eloise,75-57 31st Ave,"{'latitude': 40.7587335, 'longitude': -73.8920429}",159,4.5,11370
xQ445GaWVN5Aa3sFX9OoIg,Buvette,42 Grove St,"{'latitude': 40.732704, 'longitude': -74.004317}",1747,4.0,10014
kmcgUxWhwlbmC-FAMTEF2g,Café D'Alsace,1695 2nd Ave,"{'latitude': 40.77916, 'longitude': -73.95104}",1212,4.0,10128
9pI_G9xGiTY4YCcfe9eoPA,French Louie,320 Atlantic Ave,"{'latitude': 40.6879459, 'longitude': -73.988257}",383,4.0,11201
iexl39DYyy_76Xq3ExaJkQ,Excuse My French,96 Orchard St,"{'latitude': 40.71844, 'longitude': -73.98981}",289,4.5,10002
kHeakps7Gj8EaImiOYaX8g,Le French Diner,188 Orchard St,"{'latitude': 40.7218274586187, 'longitude': -73.9879689992204}",119,4.5,10002
mv8dMMzzrzalso3sYCP_QA,CAFÉ LULUc,214 Smith St,"{'latitude': 40.68451, 'longitude': -73.99225}",1418,4.0,11201
KgpOYAG-r_eDsQXFXt0nnQ,Balthazar,80 Spring St,"{'latitude': 40.7226892950401, 'longitude': -73.9982149184027}",3092,4.0,10012
flcy6dNr4s12PTv6VtBK9Q,LĒNA,137 Eldridge St,"{'latitude': 40.719135, 'longitude': -73.991758}",148,4.5,10002
s3jou_L_LVYGkNHiuhjlew,Boucherie West Village,99 7th Ave S,"{'latitude': 40.733063, 'longitude': -74.0028772}",1501,4.5,10014
gtXP0CmOnBbgfnff7VXa7A,Pastis,52 Gansevoort St,"{'latitude': 40.73928, 'longitude': -74.00695}",195,4.0,10014
qWGFjZJ2wJeDzt1QH7t5Xg,Aperitif Bistro Bayside,213-41 39th Ave,"{'latitude': 40.7655165, 'longitude': -73.7716246}",451,4.0,11361
WoZnkXZInggzgQM_LbDpGg,Le Baratin,26 Greenwich Ave,"{'latitude': 40.735025, 'longitude': -73.999857}",213,4.0,10011
EF4M55USa1ZNy1rP5Kuk2w,Chez Moi,135 Atlantic Ave,"{'latitude': 40.6907305802403, 'longitude': -73.99551244328}",380,4.0,11201
mxDfu4bHwSXoCr3FRpyMsw,L'Antagoniste,238 Malcolm X Blvd,"{'latitude': 40.68501, 'longitude': -73.92961}",271,4.5,11221
LF2_slTY37P0Ua8vI4Hr5g,Bistro Les Amis,180 Spring St,"{'latitude': 40.724678, 'longitude': -74.002624}",378,4.0,10012
xTnivXEdEtXrnhp-z4JGvg,La Parisienne,9 Maiden Ln,"{'latitude': 40.70961, 'longitude': -74.0093799}",492,4.5,10038
8XHbZIKDQbXhyKIGiukVeQ,Boucherie Union Square,225 Park Ave S,"{'latitude': 40.73715, 'longitude': -73.98789}",813,4.5,10003
p6-X_mg5ETcUuV-X4RkPCg,Citroën,931 Manhattan Ave,"{'latitude': 40.7312, 'longitude': -73.95459}",49,4.5,11222
uVo8WHNQo3iU0dhoUKM0kw,Le P'tit Paris Bistro,256 Prospect Park W,"{'latitude': 40.659, 'longitude': -73.98173}",358,4.0,11215
cJREPXNhyznkLrKhjg9hoA,Tournesol,5012 Vernon Blvd,"{'latitude': 40.74239, 'longitude': -73.95451}",418,4.0,11101
t2h_VDI6kw7c1uHvyV-Grw,Brasserie Saint Marc,136 2nd Ave,"{'latitude': 40.7286485, 'longitude': -73.98720783}",52,4.5,10003
obFs12x7mgYPGxgalBd22w,Le Coucou,138 Lafayette St,"{'latitude': 40.71909, 'longitude': -74.00013}",569,4.0,10013
vRrVSB-LegwUwIxpkeRVtQ,Le Bernardin,155 W 51st St,"{'latitude': 40.761557, 'longitude': -73.981763}",2543,4.5,10019
FZh1ZBFrb46tkRdZuMA7hQ,Troquet,155 Grand St,"{'latitude': 40.7200024863923, 'longitude': -73.9990466250079}",168,4.0,10013
UJe9_p6NEl0kA6xHVo5PKw,Amelie,566 Amsterdam Ave,"{'latitude': 40.78875, 'longitude': -73.97464}",205,4.5,10024
IVjpsmmsgc42k9K2RZR3Qg,Le Fond,105 Norman Ave,"{'latitude': 40.7258415222168, 'longitude': -73.9511032104492}",147,4.5,11222
0Q13lJ3OHXOuBVpN6jeTjw,Tartine,253 W 11th St,"{'latitude': 40.7362899, 'longitude': -74.00344}",988,4.0,10014
NMVRHrkdp68twl4CWo1I5A,Marseille,630 9th Ave,"{'latitude': 40.759806, 'longitude': -73.991378}",906,4.0,10036
EaNRl3vlDOsNF-gkCR5mBA,La Sirène-UWS,416 Amsterdam Ave,"{'latitude': 40.7838, 'longitude': -73.97806}",69,4.0,10024
6S62Z7e0UP82shutXERUzA,Cafe Du Soleil,2723 Broadway,"{'latitude': 40.8000739, 'longitude': -73.9682123}",422,3.5,10025
ZOfk6Ao0db5icjc0WEq7zg,Bacchus Bistro & Wine Bar,409-411 Atlantic Ave,"{'latitude': 40.68692, 'longitude': -73.98437}",488,4.0,11217
m9zYRZFubncaWsQFIfNo5g,Loulou Petit Bistro & Speakeasy,176 8th Ave,"{'latitude': 40.742617, 'longitude': -74.000051}",93,4.0,10011
JUGgD5WXc8eU5MoBKrfSGA,L'Atelier de Joël Robuchon,85 10th Ave,"{'latitude': 40.743052, 'longitude': -74.007872}",140,4.5,10011
fmrtc7AsD7GS3BAfJ8QQHQ,Gentleman Farmer | Fort Greene,378 Myrtle Ave,"{'latitude': 40.69307, 'longitude': -73.9711}",166,4.5,11205
VpEy7E9fij06n7BRrzvEaw,Le Crocodile,80 Wythe Ave,"{'latitude': 40.72191, 'longitude': -73.957873}",51,4.5,11249
DU_DMCalguwdsnmLOJX3mg,La Cigogne ,215 Union St,"{'latitude': 40.683501, 'longitude': -73.999304}",357,4.0,11231
TdUhTJ7hCt0uANqHIcltOA,Olivier Bistro,469 4th Ave,"{'latitude': 40.6688499963761, 'longitude': -73.9896939343586}",327,4.0,11215
nBkSqOhZMa1A7Yk3q8VPaA,Dirty French,180 Ludlow St,"{'latitude': 40.72183, 'longitude': -73.98719}",654,4.0,10002
qOomR3AwClOGpV1HdqOTFg,Les Enfants de Boheme,177 Henry St,"{'latitude': 40.7136187, 'longitude': -73.9888503}",244,4.5,10002
aTFkjo0scqmOgsFF5kuGXg,Claudette,24 5th Ave,"{'latitude': 40.7331, 'longitude': -73.99596}",399,4.0,10011
g5f6p9jfzB30Mhcu6d5OWA,Petite Boucherie,14 Christopher St,"{'latitude': 40.73382, 'longitude': -74.00042}",137,4.5,10014
nlmFAz_93gjSUfmvmv8Tog,Le Grainne Cafe,183 9th Ave,"{'latitude': 40.7454064780449, 'longitude': -74.0024026704959}",619,3.5,10011
CcxreLJbZsO6Z775-hMWpw,St Tropez West Village,304 W 4th St,"{'latitude': 40.73704, 'longitude': -74.00386}",165,4.5,10014
emTmnLlesIwxRofQ34ntdA,Juliette,135C N 5th St,"{'latitude': 40.71702, 'longitude': -73.959077}",901,3.5,11249
RQojRzAYA9Cq87PqwQq5yg,Deux Amis,356 E 51st St,"{'latitude': 40.7544765, 'longitude': -73.9660238}",157,4.0,10022
TGP5gbAgml0IDRLGCpFnCw,PMF Pardon My French,103 Ave B,"{'latitude': 40.72473, 'longitude': -73.98115}",984,4.0,10009
g6R8iwi__IDy8plQy0v9WQ,Café Gitane,242 Mott St,"{'latitude': 40.7231802723335, 'longitude': -73.9946175625656}",710,4.0,10012
3zbz9kLrLKHCBeGrNhMMGA,L'Accolade,302 Bleecker St,"{'latitude': 40.732484, 'longitude': -74.003915}",81,4.5,10014
Du4yrt8aWlBhOeEjhEH3ww,St Tropez - Soho,194 Spring St,"{'latitude': 40.72498, 'longitude': -74.00328}",89,4.5,10012
TCJrcryBkI6eg2HYThoiKg,Petite Crevette,144 Union St,"{'latitude': 40.68396, 'longitude': -74.0018}",320,4.0,11231
9vYSRXdp5JtFmqhi0FigMA,Le Relais De Venise L'Entrecôte,590 Lexington Ave,"{'latitude': 40.7577089110773, 'longitude': -73.9717626571655}",819,4.0,10022
K6ik5ceZaea55wXnmHWz0Q,Bliss 46 Bistro,43-46 46th St,"{'latitude': 40.7441711, 'longitude': -73.9186707}",207,4.0,11104
C2o3Iw-DXjoUJFgQIbiqkQ,BoCaphe,222 Lafayette St,"{'latitude': 40.722062, 'longitude': -73.997587}",1531,4.0,10012
rSY3MyWqpuy3dNuUN4zQ_g,Petit Poulet,52 W 33rd St,"{'latitude': 40.7487053, 'longitude': -73.987317}",425,4.0,10001
PszZvrDqzgPpl6SQuk3K9Q,Endswell Bar & Bistro,773 Fulton St,"{'latitude': 40.68618, 'longitude': -73.97377}",65,4.5,11217
hD55NUiGDK7STQ8oy9QDPA,Le Monde,2885 Broadway,"{'latitude': 40.8058021, 'longitude': -73.9658246}",483,3.0,10025
PXTzmqJW7gbK-IkfKBEnFw,Cafe Triskell,33-04 36th Ave,"{'latitude': 40.7557027855819, 'longitude': -73.9280135680406}",442,4.5,11106
3pgbgiPTA2WmZ9fsDKlojA,La Mirabelle,102 W 86th St,"{'latitude': 40.78636, 'longitude': -73.97262}",121,4.0,10024
5LqclCP-RTj61-5QNo0jZw,Maison Harlem,341 St Nicholas Ave,"{'latitude': 40.8121862892803, 'longitude': -73.9516100875101}",492,4.0,10027
ZjU9qd-RR55cEEKufmdN5Q,Cathédrale Restaurant,112 E 11th St,"{'latitude': 40.7316, 'longitude': -73.98951}",138,4.0,10003
NMcRcl3od_yB5ZaEBjSOyQ,Faubourg,544 Bloomfield Ave,"{'latitude': 40.815207, 'longitude': -74.219452}",200,4.0,07042
oyxtaqfFZkP_vC0M6GfkbA,Chez Napoleon,365 W 50th St,"{'latitude': 40.76346, 'longitude': -73.9883}",278,4.0,10019
49ST--X1jcIPzUIM1O3K6w,Mominette,221 Knickerbocker Ave,"{'latitude': 40.703252, 'longitude': -73.925889}",691,4.0,11237
TQzGf4k3HXyMbnNkYKKQSw,Oxalis,791 Washington Ave,"{'latitude': 40.673109, 'longitude': -73.9626279}",127,4.5,11238
1A3m0-dOhF2PKRU_8S2YYQ,Le Prive,626 10th Ave,"{'latitude': 40.76108, 'longitude': -73.99419}",163,4.5,10036
HUEj_yVB1E2mNNxW5PqUtQ,Bistro Vendome,405 East 58th St,"{'latitude': 40.7588875, 'longitude': -73.961963}",141,4.0,10022
ndd1BQLqFINytM4kbkCjgQ,La Bergamote,515 W 52nd St,"{'latitude': 40.7663868, 'longitude': -73.9915846}",373,4.0,10019
eL1ojVz0QYCZ7xJOii46LQ,Papilles,127 E 7th St,"{'latitude': 40.72637, 'longitude': -73.98403}",67,4.5,10009
DZaN3bNWfwcm__sNw5bvDg,Daniel,60 E 65th St,"{'latitude': 40.7667736797858, 'longitude': -73.967607}",1605,4.5,10065
escMR9M42UsHQIglAz1pJw,Bubba's Bistro,31-13 Ditmars Blvd,"{'latitude': 40.775832308033, 'longitude': -73.9100879056678}",369,4.0,11105
M85t-iOAbMpO9mVIKAgwMw,Le Garage,157 Suydam St,"{'latitude': 40.6993863968861, 'longitude': -73.9265948743181}",150,4.0,11221
R-biStUvl2zuhIQFk40GsQ,OCabanon,245 W 29th St,"{'latitude': 40.7486725, 'longitude': -73.9945145}",430,4.0,10001
8xYvp9j7j8RCRQGsiRRujQ,La Bergamote NYC,177 9th Ave,"{'latitude': 40.745044, 'longitude': -74.002863}",341,4.0,10011
cpfBJVV-5Jo5w2KcbOBtVQ,Chez Oskar,310 Malcolm X Blvd,"{'latitude': 40.6822491, 'longitude': -73.9290779}",495,3.5,11233
ZxfXy-odIz_Xi1i9Uu00pg,La Bonne,48 W 55th St,"{'latitude': 40.76232, 'longitude': -73.97702}",732,3.5,10019
bTyyPU8A4pz9dieLSZPMdA,Le Rivage,340 W 46th St,"{'latitude': 40.76023, 'longitude': -73.98957}",447,4.0,10036
lAwfazjM5ot64O4A6EAjjQ,Le Succulent,291 5th Ave,"{'latitude': 40.67356, 'longitude': -73.98247}",90,4.5,11215
BA6wd1pZTVu1DmrtiyTs8g,Raoul's Restaurant,180 Prince St,"{'latitude': 40.72615, 'longitude': -74.00216}",503,4.0,10012
5XQgZQF-5N94bkQ2d_PJIQ,Pascalou,1308 Madison Ave,"{'latitude': 40.78521, 'longitude': -73.95595}",225,4.0,10128
gISZs8okQgFIpd-yz9aC4w,Café Henri,1010 50th Ave,"{'latitude': 40.742559, 'longitude': -73.953697}",690,4.0,11101
PBUIaPtgnhmdHE3KHglK-g,Jean-Georges,1 Central Park W,"{'latitude': 40.7691122743293, 'longitude': -73.9814290717583}",1879,4.5,10023
8BznEcBs3Wo-vhDM2FGOiQ,La Rotisserie du Coin,107-10 71st Rd,"{'latitude': 40.719926, 'longitude': -73.843257}",51,4.0,11375
CsZLG1VpdFAZiT_qRRmJ2A,Vin Sur Vingt,1140 Broadway,"{'latitude': 40.743927, 'longitude': -73.9887}",146,4.0,10001
A8zppFZvBDGUKRSUrzJWMg,Chez Josephine,414 W 42nd St,"{'latitude': 40.758502, 'longitude': -73.993413}",496,3.5,10036
aUakHsv3bAk6tDtLe96rIA,Lucien,14 1st Ave,"{'latitude': 40.72339, 'longitude': -73.98817}",360,3.5,10009
7-n32xMWRYbJpy-pVm132Q,La Baraka Restaurant,25509 Northern Blvd,"{'latitude': 40.77235, 'longitude': -73.73442}",152,4.5,11362
qEbQbYZxurnuVxDrNHQUJg,La Boite en Bois,75 W 68th St,"{'latitude': 40.7749214172363, 'longitude': -73.9802398681641}",223,3.5,10023
50fWXrNECQQYght4ZWeBXQ,Taureau,558 Broome St,"{'latitude': 40.724511, 'longitude': -74.005701}",574,4.5,10013
DEHWHskp2gSAkfdylc4SNA,Yatenga French Bistro & Bar,2269 Adam Clayton Powell Jr Blvd,"{'latitude': 40.8142691169743, 'longitude': -73.9441050339131}",256,4.0,10030
bQPU31GkNo3TkPnq7iSngg,Jubilee,948 1st Ave,"{'latitude': 40.75523, 'longitude': -73.965164}",206,4.0,10022
7flJeg5Tnc06cQQ7jnBtxg,Barnea Bistro,211 E 46th St,"{'latitude': 40.75314, 'longitude': -73.97179}",30,4.5,10017
1DfbZ0VsSCg9g1KILmnvzQ,Per Se,10 Columbus Cir,"{'latitude': 40.7681528889558, 'longitude': -73.9827629623657}",1650,4.5,10019
uby3glEc0Brt9LAoCI0WTg,L'Express,249 Park Ave S,"{'latitude': 40.738162056865, 'longitude': -73.987646111269}",821,3.5,10003
3gtheZvv3Or0YzWXIl3SJg,Benoit,60 W 55th St,"{'latitude': 40.7625640535871, 'longitude': -73.9772810679851}",463,3.5,10019
Gc7OVEIs4HodL4hw9U3C3w,Copinette,891 1st Ave,"{'latitude': 40.75407, 'longitude': -73.96623}",116,4.5,10022
ul5xrEoxwdyRCL6YGhaShw,Danny's French Cuisine,13-46 127th St,"{'latitude': 40.7854, 'longitude': -73.84144}",15,4.0,11356
0ywipQa5m1CD_wJFMUTRCA,Le French Tart,579 5th Ave,"{'latitude': 40.664735, 'longitude': -73.98975}",123,4.0,11215
lu0XMmcPyFGvIgqRcbU_4g,Le Jardinier,610 Lexington Ave,"{'latitude': 40.7582033, 'longitude': -73.9713074}",43,4.0,10022
a8D87UlkkR3HixryrAay9w,Coco Bistro,233-235 Front St,"{'latitude': 40.70757, 'longitude': -74.00184}",78,4.5,10038
KIIYvTOc0Uv90aUHEGvoSg,La Grenouille,3 E 52nd St,"{'latitude': 40.75972, 'longitude': -73.97555}",439,4.0,10022
43y93456fzLVTF7LdlZikw,La Boulangerie,109-01 72nd Rd,"{'latitude': 40.7191996169974, 'longitude': -73.8415304306788}",532,4.0,11375
7KO4zcBtc2-2M5kJLfl0kw,Jolie Bistro,241 Smith St,"{'latitude': 40.683532, 'longitude': -73.992288}",408,4.0,11231
mosd9Voq5Ws6k6Uduii_ww,Bar Boulud,1900 Broadway,"{'latitude': 40.7718443592464, 'longitude': -73.9818808860381}",874,3.5,10023
RP02PZPNdhfoL-TjOMiKVg,Table d'Hôte,44 E 92nd St,"{'latitude': 40.78447, 'longitude': -73.95581}",154,4.0,10128
_sipbeIM-EtR4cIzleEUhg,Cafe Rue Dix,1451 Bedford Ave,"{'latitude': 40.6740232907878, 'longitude': -73.9538387930572}",366,4.0,11216
npiIhpcWePbVT3JYEcy3zg,Wayan,20 Spring St,"{'latitude': 40.7213813139202, 'longitude': -73.9950757664721}",225,4.5,10012
1z5Nu66M6W8mk5Ap4osZwA,The NoMad Restaurant,1170 Broadway,"{'latitude': 40.7449, 'longitude': -73.988482}",1478,4.0,10001
mjGdtrh0tX7I91GM9dlMNg,MIMI,185 Sullivan St,"{'latitude': 40.7283483, 'longitude': -74.0006612}",143,4.0,10012
bqhBU_iyHpaLlq0WSc5Nkw,Jean Claude 2,1343 2nd Ave,"{'latitude': 40.7680053710938, 'longitude': -73.9592895507812}",137,4.0,10021
ATQDTQu3SsCetuG-byzOFg,Cafe Gitane,70 Hudson Ave,"{'latitude': 40.7028272982236, 'longitude': -73.9812811999999}",9,4.5,11201
vApeod35mjcuiwrdLnobmQ,Tout Va Bien,311 W 51st St,"{'latitude': 40.7634048461914, 'longitude': -73.986213684082}",326,3.5,10019
ZWPgzW0qqtksyI3GxCPM-Q,Little Frog Bistro & Bar,322 E 86th St,"{'latitude': 40.77722, 'longitude': -73.95092}",201,4.0,10028
PMJOGt8QQmo-2A4DnUcmZQ,Liberty Bistro,225 Liberty St,"{'latitude': 40.712344, 'longitude': -74.015511}",15,4.0,10080
M6Eiyx9LXMetMUxsYe-fvw,Ponty Bistro,2375 Adam Clayton Powell Blvd,"{'latitude': 40.8175925, 'longitude': -73.9412695}",405,4.0,10030
8ofN8cBJd2oTmdbMzlY1zA,MAiSONETTA,141 Lincoln Ave,"{'latitude': 40.808734, 'longitude': -73.9291428}",8,5.0,10454
3PabSEZ2ESexVFZznyozVw,Delice & Sarrasin,20 Christopher St,"{'latitude': 40.73377, 'longitude': -74.00065}",404,4.0,10014
3y_-DwmoM198umnZHSOmKQ,Yves,385 Greenwich St,"{'latitude': 40.72021, 'longitude': -74.00996}",75,4.0,10013
5m-TrbqMNnwJvOd7pAt6OA,Raclette,511 E 12th St,"{'latitude': 40.7289298, 'longitude': -73.980601}",1365,4.0,10009
iQB37FNqD_G5_QMrp9ovnw,Jadis,42 Rivington St,"{'latitude': 40.7210234741789, 'longitude': -73.9910054106201}",491,4.0,10002
NMCUMp39CPenji-UbFnuCA,Mountain Bird,2162 2nd Ave,"{'latitude': 40.7938199, 'longitude': -73.9398521}",199,4.5,10029
Knbn0h4MA1KX5Fv3eZfK4w,Nice Matin,201 W 79th St,"{'latitude': 40.78337, 'longitude': -73.97847}",743,3.5,10024
V69n3YrAs59GenGB2jLVrA,Orsay,1057 Lexington Ave,"{'latitude': 40.772384, 'longitude': -73.960433}",288,3.5,10021
P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,145 W Broadway,"{'latitude': 40.71692, 'longitude': -74.00792}",638,4.0,10013
xEDD2ScBU3jHhWxlMC7dkQ,Nougatine at Jean-Georges,1 Central Park W,"{'latitude': 40.76891, 'longitude': -73.98176}",1131,4.0,10023
7uGPAk8ELYABSzZhXhj7tA,Le Gigot,18 Cornelia St,"{'latitude': 40.7314099, 'longitude': -74.00197}",203,4.0,10014
ArfL-sU2FaB73WV1qQ4c6Q,Simple Cafe & Restaurant,346 Bedford Ave,"{'latitude': 40.71244, 'longitude': -73.96275}",182,4.0,11249
F2YGnF0og_7fHNd880byCQ,Vin Sur Vingt,201 W 11th St,"{'latitude': 40.73661, 'longitude': -74.00129}",207,4.0,10014
Nzk4yNZ85Ek7Rvw5eiqlKQ,Le Salbuen,97 Walnut St,"{'latitude': 40.81676, 'longitude': -74.21096}",413,4.0,07042
mJeKLz8GC4x6HGWNun1CNA,Bar Bete,263 Smith St,"{'latitude': 40.6830415993956, 'longitude': -73.9928337145761}",24,4.5,11231
uA0ua1WnE43E0PrQxni65g,Poulette Rotisserie,790 9th Ave,"{'latitude': 40.7648963928223, 'longitude': -73.9875030517578}",179,4.0,10019
JbpjgLAk4DaP0zvY7dP9Hw,Elysian Cafe,1001 Washington St,"{'latitude': 40.7486464, 'longitude': -74.027349}",555,3.5,07030
dS2VNgvdLCAxImvcVBV6wA,Papillon Bistro & Bar,22 E 54th St,"{'latitude': 40.760463700357, 'longitude': -73.9742553564245}",408,3.5,10022
kMljfja7weqfl_lzspjzHA,Cafe Cluny,284 W 12th St,"{'latitude': 40.737385, 'longitude': -74.003966}",730,4.0,10014
3V20VbC45XL4TBYTL9DrOg,David's Cafe,110 St Marks Pl,"{'latitude': 40.7269310030458, 'longitude': -73.9843428879976}",201,4.0,10009
OkiPb6gNNRmcbB4zIIMx0g,Big Tiny,244 Smith St,"{'latitude': 40.6834507, 'longitude': -73.992855}",51,4.5,11231
PYcL2z9gHj6-ZTlViT9Nqw,Minetta Tavern,113 Macdougal St,"{'latitude': 40.7300047976758, 'longitude': -74.0006073834151}",2200,4.0,10012
xtfKAP7X36CCZrJm_Ta6Cg,The Consulate,519 Columbus Ave,"{'latitude': 40.78586, 'longitude': -73.97242}",93,4.0,10024
nZ0Y8ngCxpY3xlz4f4pNTQ,Brooklyn Beet Company,7205 3rd Ave,"{'latitude': 40.6333416, 'longitude': -74.0268741}",439,4.5,11209
MbLH5wjrqEJAid5woCAh5g,Le Singe,160 7th Ave,"{'latitude': 40.742311, 'longitude': -73.997587}",243,3.5,10011
pDwhlX9jNBGnjvyGR9jYWQ,Gabriel Kreuther,41 W 42nd St,"{'latitude': 40.754546, 'longitude': -73.982556}",433,4.5,10036
Ps0cOZevNA1M9M5_z7W3oQ,Joseph Leonard,170 Waverly Pl,"{'latitude': 40.7336021670705, 'longitude': -74.001675412843}",663,4.0,10014
xGQ26ijvBi9DKVVG7DQOlA,Le Moulin a Cafe,1439 York Ave,"{'latitude': 40.7698415, 'longitude': -73.9519402}",337,4.0,10075
U1MA_TtQm3BB-Bf74Kklbw,Chateau De Capitaine,2570 Coney Island Ave,"{'latitude': 40.594182, 'longitude': -73.961264}",132,4.0,11223
OppTOs3uBwOG29yF45lb8A,Mister French,218 Bowery,"{'latitude': 40.7219571708362, 'longitude': -73.9937923103571}",26,4.5,10012
zBButa4blgIhHru9B2qMrw,Café Paulette,1 S Elliott Pl,"{'latitude': 40.6896094060701, 'longitude': -73.975917359407}",189,3.5,11217
ckA5dhV4ve-QZXUBFI6TUA,Le Coq Rico,30 E 20th St,"{'latitude': 40.7385919, 'longitude': -73.9888939}",332,4.0,10003
UJDb0M1eF4KkxJdCTh67cw,Shun,610 Lexington Ave,"{'latitude': 40.7582033, 'longitude': -73.9713074}",51,4.0,10022
tmzWZtu9Nimn7Hfas9XmcA,Quality Bistro,120 W 55th St,"{'latitude': 40.76306, 'longitude': -73.9786}",32,4.5,10019
9w3zIx0-n7qPLQynU8saHA,AOC East,1590 First Ave,"{'latitude': 40.77469, 'longitude': -73.95075}",140,4.0,10028
r_QEUVdoo8dsKR9fK31w3w,Paradis Des Gouts,1136 Broadway,"{'latitude': 40.69333, 'longitude': -73.92931}",53,4.5,11221
Su-MRJLlxUtjU_-V5viYYA,French Roast,2340 Broadway,"{'latitude': 40.7877322, 'longitude': -73.9767123}",567,3.0,10024
Okbtt-ISFB3kuoxkl2wVgg,The Simone,151 E 82nd St,"{'latitude': 40.77682, 'longitude': -73.95698}",91,5.0,10028
TQEajJ-kahYPOToGZIyyaA,Cafe Boulud,20 E 76th St,"{'latitude': 40.77444, 'longitude': -73.96396}",727,4.0,10021
NIX9YFX1taOkm1J9IGuLqA,Bistrot Leo,60 Thompson St,"{'latitude': 40.72399, 'longitude': -74.00316}",57,4.0,10012
uuDvk4EsRUkeTj4jVKJOpw,Rue 57,60 W 57th St,"{'latitude': 40.7640285260993, 'longitude': -73.9770378404755}",1121,3.5,10019
O64wSq9NvecPNPRkz38o8Q,Madame Claude Bis,390 4th St,"{'latitude': 40.7246721, 'longitude': -74.0511045}",190,4.0,07302
RyVOeKAWLT2srJqpGNFHXw,Café Le Mistral,330 5th St,"{'latitude': 40.671555, 'longitude': -73.984566}",66,4.0,11215
0Q3xCYWK2N-wJfXjLa9dFg,Bâtard,239 West Broadway,"{'latitude': 40.7195533039813, 'longitude': -74.0057982895201}",409,4.0,10013
GVGhfMMEw2TrDh-GGVTUmA,Le French Tart Deli,306 Court St,"{'latitude': 40.683691, 'longitude': -73.995502}",16,5.0,11231
3qf3FLXxVdX3Wz5F_rTeog,Bar Tabac,128 Smith St,"{'latitude': 40.6874173, 'longitude': -73.9902407}",600,3.5,11201
fSQ3CCtFSJ2S8VXDi02-3Q,Cafe Luxembourg,200 W 70th St,"{'latitude': 40.77741, 'longitude': -73.98312}",505,4.0,10023
nRO136GRieGtxz18uD61DA,Eleven Madison Park,11 Madison Ave,"{'latitude': 40.7416907417333, 'longitude': -73.9872074872255}",2182,4.5,10010
9vQca1DMqfbDGssiqEd6Hw,Le Gamin,108 Franklin St,"{'latitude': 40.728299, 'longitude': -73.957153}",214,3.5,11222
3R-S958SenPaaveuPzSN9g,Le Paddock,1235 Prospect Ave,"{'latitude': 40.65295, 'longitude': -73.97588}",298,4.0,11218
mBZUWdasmua9XOsWy8xdWA,Jacques,206 E 85th St,"{'latitude': 40.777824, 'longitude': -73.954143}",202,3.5,10028
H-6xYovzB8AKZb14bmYnWg,Bistro La Source,85 Morris St,"{'latitude': 40.71365, 'longitude': -74.03773}",307,3.0,07302
WA6HwJ3UlGWWCeJdOTlLWw,The Pandering Pig,209 Pinehurst Ave,"{'latitude': 40.855144, 'longitude': -73.937599}",115,4.0,10033
l2b6HJGarUxoeLnM9syTmg,Compagnie des Vins Surnaturels,249 Ctr St,"{'latitude': 40.7205157, 'longitude': -73.9981652}",120,4.5,10013
8vDBwBThldNxqvQ7ur1Uzw,Risbo,701 Flatbush Ave,"{'latitude': 40.6560593, 'longitude': -73.9597273}",170,4.0,11225
hLm1vXfAKuSOgAtBA-vO7w,ÇKA KA QËLLU,2321 Hughes Ave,"{'latitude': 40.8538017786913, 'longitude': -73.8882422081079}",78,4.5,10458
6hw4ibsutVoMl_RK0aAJ7Q,The Black Derby,310 W 4th St,"{'latitude': 40.737266, 'longitude': -74.00399}",187,4.5,10014
U1H_LiA_-9NtaSbehPdODw,Ratatouille,154 E 39th St,"{'latitude': 40.7489198, 'longitude': -73.9763381}",268,4.5,10016
ykTc4pZYEAY0Esd0yVFSOQ,Vin Sur Vingt,66 W 84th St,"{'latitude': 40.78492, 'longitude': -73.97291}",58,4.5,10024
OwcGML0xYT-t4vmMthgOkA,Match 65 Brasserie,29 E 65th St,"{'latitude': 40.7673434, 'longitude': -73.9682993}",210,3.5,10065
QvQilClGyuKFz08TBsoJNA,Le District,225 Liberty St,"{'latitude': 40.7126473617984, 'longitude': -74.0157784596443}",553,3.5,10281
dAHoDxBmzWqfobnTbCHaQA,Frenchette,241 W Broadway,"{'latitude': 40.71964, 'longitude': -74.00578}",246,3.5,10013
qLL_x4uzDHCgXd9lwaGxjw,Frevo,48 W 8th St,"{'latitude': 40.73313, 'longitude': -73.99867}",29,4.5,10011
